Name,Class,Reg. No,Age
David,I M.Sc(M),2177,26
Alice,II M.Sc(M),66080,25
Bob,II M.Tech,94846,30
Eva,I M.Sc(M),23670,30
Bob,I M.Tech,22714,21
Alice,II M.Tech,77678,29
Eva,II M.Sc(M),23855,21
Charlie,I M.Sc(M),38790,22
Charlie,II M.Sc(M),20025,30
Charlie,I M.Sc(M),68153,27
Eva,B.Sc(Hons),96300,25
David,B.Sc(Hons),38378,30
Charlie,II M.Tech,334,27
Bob,I M.Sc(M),55075,24
David,I M.Tech,2012,24
Charlie,II M.Tech,73389,26
Bob,I M.Tech,99986,23
David,II M.Sc(M),26341,21
Alice,B.Sc(Hons),62552,26
Charlie,B.Sc(Hons),36607,30
Bob,I M.Sc(M),86534,24
Eva,II M.Tech,2579,27
David,I M.Tech,23693,29
David,I M.Tech,4031,27
Charlie,B.Sc(Hons),1132,30
Eva,I M.Tech,72931,23
Alice,II M.Tech,21622,24
Bob,I M.Sc(M),53943,23
David,II M.Sc(M),54979,26
Charlie,I M.Tech,51833,27
Eva,B.Sc(Hons),90313,24
David,II M.Sc(M),33531,22
David,I M.Sc(M),47733,22
David,I M.Sc(M),74714,25
Eva,II M.Sc(M),68495,23
Eva,I M.Tech,17312,28
David,II M.Tech,72393,22
Eva,II M.Tech,44487,20
Eva,I M.Tech,89642,28
Charlie,II M.Tech,7367,26
Bob,II M.Sc(M),66666,24
Alice,B.Sc(Hons),71255,30
David,II M.Tech,63637,28
Eva,B.Sc(Hons),97789,25
Alice,I M.Sc(M),72196,22
Alice,I M.Tech,98750,25
Charlie,I M.Tech,40325,30
Eva,I M.Tech,37812,20
Charlie,I M.Sc(M),22461,29
Charlie,B.Sc(Hons),16057,26
Charlie,II M.Sc(M),18580,24
Eva,I M.Sc(M),98492,22
Alice,II M.Tech,6212,22
Charlie,II M.Sc(M),74975,26
Charlie,II M.Sc(M),83028,26
Bob,I M.Sc(M),17845,26
Bob,B.Sc(Hons),38432,28
Eva,B.Sc(Hons),55469,23
Bob,I M.Sc(M),37435,29
Alice,II M.Sc(M),29570,26
David,II M.Sc(M),85910,24
David,II M.Tech,22860,25
David,I M.Sc(M),43104,25
Alice,II M.Sc(M),62433,28
Charlie,I M.Tech,967,24
Alice,II M.Tech,24373,23
Alice,I M.Tech,84001,28
Charlie,II M.Tech,42100,28
Eva,II M.Tech,84957,23
Alice,II M.Tech,9718,22
Eva,B.Sc(Hons),95284,29
Alice,II M.Tech,74632,20
Eva,I M.Tech,58280,21
Charlie,I M.Sc(M),43709,28
Charlie,II M.Sc(M),41812,26
David,I M.Sc(M),6587,23
David,II M.Sc(M),26962,22
David,II M.Tech,35659,20
Eva,II M.Tech,75469,24
David,I M.Tech,97330,28
Charlie,B.Sc(Hons),93071,29
Eva,B.Sc(Hons),86499,21
David,II M.Sc(M),51790,23
David,II M.Sc(M),65964,27
Alice,B.Sc(Hons),77362,28
David,II M.Tech,47089,23
Charlie,I M.Tech,39058,25
Charlie,I M.Sc(M),27878,23
Eva,II M.Sc(M),22371,21
Eva,I M.Sc(M),63706,27
Bob,I M.Sc(M),39406,23
Eva,II M.Sc(M),88099,27
Eva,I M.Sc(M),18733,25
Eva,II M.Sc(M),69382,24
Alice,II M.Sc(M),66325,26
Bob,I M.Tech,84487,25
Alice,II M.Tech,59442,25
David,I M.Sc(M),38575,29
Alice,I M.Sc(M),84929,27
Bob,I M.Tech,43582,21
Alice,B.Sc(Hons),48746,27
Alice,I M.Tech,65983,21
David,II M.Tech,7520,23
Charlie,II M.Tech,11391,24
Bob,II M.Tech,35568,22
David,I M.Tech,94906,28
Alice,B.Sc(Hons),44543,24
Bob,II M.Tech,54030,28
Bob,I M.Sc(M),97616,30
Bob,B.Sc(Hons),241,29
Bob,B.Sc(Hons),26288,28
Alice,I M.Tech,69717,27
Eva,B.Sc(Hons),99018,22
Bob,B.Sc(Hons),28981,22
David,II M.Tech,90908,22
David,II M.Sc(M),65147,20
Eva,II M.Tech,94923,21
Eva,I M.Sc(M),498,24
David,B.Sc(Hons),24687,26
David,II M.Tech,10404,27
Eva,II M.Tech,82253,24
David,I M.Sc(M),16072,22
Bob,II M.Sc(M),76815,25
Alice,I M.Sc(M),74780,27
Alice,II M.Sc(M),45947,30
Eva,II M.Sc(M),76233,21
Eva,I M.Tech,69090,30
David,I M.Sc(M),31562,20
David,I M.Tech,83163,23
Bob,B.Sc(Hons),25335,20
Alice,I M.Sc(M),10718,28
Bob,B.Sc(Hons),58264,30
Eva,I M.Sc(M),73224,26
Eva,II M.Tech,73855,30
Eva,II M.Tech,1758,24
Charlie,II M.Tech,20712,23
Bob,II M.Tech,25516,20
David,I M.Sc(M),24688,21
Charlie,I M.Sc(M),11509,24
Eva,I M.Tech,95407,23
Bob,I M.Tech,76743,29
Alice,II M.Sc(M),83194,25
Eva,I M.Sc(M),80191,23
David,B.Sc(Hons),15408,20
David,II M.Sc(M),45933,29
David,B.Sc(Hons),23625,20
Eva,I M.Sc(M),32387,28
David,II M.Sc(M),59028,22
Bob,I M.Sc(M),42629,27
Charlie,I M.Tech,9150,22
Charlie,B.Sc(Hons),19696,24
Alice,I M.Sc(M),92034,26
Alice,B.Sc(Hons),79311,26
David,II M.Sc(M),10533,20
David,I M.Sc(M),20113,30
Bob,I M.Tech,84403,26
Eva,I M.Tech,66112,28
Charlie,I M.Tech,53255,30
Bob,B.Sc(Hons),14995,25
David,B.Sc(Hons),20378,25
Bob,I M.Sc(M),99351,20
Alice,II M.Sc(M),63578,25
Bob,I M.Sc(M),60148,27
David,B.Sc(Hons),4962,27
Bob,II M.Tech,41453,30
Charlie,B.Sc(Hons),37191,24
David,B.Sc(Hons),20419,26
Eva,II M.Tech,567,28
Charlie,II M.Sc(M),65921,28
Eva,II M.Tech,14533,23
David,I M.Tech,56357,23
Alice,II M.Sc(M),83367,24
Charlie,I M.Tech,2250,30
David,I M.Sc(M),46765,30
Eva,II M.Tech,33422,28
Charlie,II M.Tech,37509,21
Bob,II M.Tech,64341,26
David,II M.Tech,57021,23
David,II M.Sc(M),8168,28
Alice,I M.Sc(M),78324,21
Alice,II M.Tech,95862,23
Charlie,II M.Tech,43332,29
Charlie,I M.Tech,59464,23
Eva,I M.Sc(M),27514,25
David,B.Sc(Hons),35532,25
Charlie,II M.Tech,66144,29
Charlie,I M.Sc(M),97134,30
Alice,I M.Tech,59089,22
Charlie,B.Sc(Hons),6467,27
Alice,II M.Tech,79224,24
Bob,B.Sc(Hons),12760,26
Alice,II M.Sc(M),18985,28
David,I M.Tech,51027,26
Charlie,I M.Sc(M),35970,30
David,I M.Sc(M),49907,29
David,I M.Sc(M),57789,28
David,B.Sc(Hons),17254,28
Eva,I M.Sc(M),60081,27
Eva,II M.Sc(M),94212,28
Alice,I M.Sc(M),47671,20
Bob,II M.Tech,60248,25
David,II M.Sc(M),81651,24
Bob,II M.Tech,28938,27
Charlie,I M.Sc(M),67402,23
Bob,I M.Tech,32967,24
David,II M.Sc(M),19066,21
Charlie,II M.Tech,83401,27
Alice,B.Sc(Hons),60822,28
Charlie,II M.Sc(M),8613,21
Charlie,I M.Sc(M),89353,25
Bob,I M.Tech,43328,27
Charlie,B.Sc(Hons),9632,22
Alice,II M.Sc(M),43965,25
David,I M.Tech,63508,22
David,II M.Tech,33583,27
Bob,II M.Tech,5271,29
Charlie,I M.Tech,25419,22
Alice,II M.Tech,78834,27
Alice,II M.Sc(M),97453,28
Bob,I M.Sc(M),35541,29
Charlie,I M.Sc(M),27176,28
David,I M.Tech,57416,24
David,II M.Sc(M),21123,30
David,I M.Sc(M),51824,20
David,II M.Sc(M),8524,20
Alice,I M.Tech,57291,25
David,I M.Sc(M),60451,21
Alice,II M.Sc(M),46857,28
Charlie,I M.Sc(M),55726,28
Bob,B.Sc(Hons),39759,25
Alice,II M.Sc(M),7216,29
Eva,I M.Tech,2526,24
Bob,I M.Sc(M),22384,27
Alice,I M.Sc(M),63418,20
Bob,I M.Sc(M),83529,26
David,II M.Tech,91476,28
Eva,I M.Tech,65445,20
Eva,II M.Tech,62179,27
Eva,II M.Tech,97468,29
David,B.Sc(Hons),52080,30
Eva,II M.Tech,34960,24
Alice,II M.Tech,539,21
Eva,II M.Tech,30575,26
David,I M.Sc(M),57381,24
Alice,II M.Sc(M),37675,22
David,I M.Tech,41892,27
Alice,I M.Sc(M),63495,29
Charlie,II M.Tech,15853,29
Charlie,I M.Sc(M),73729,25
Charlie,B.Sc(Hons),7532,21
Bob,II M.Tech,64035,28
Bob,I M.Sc(M),73931,26
Alice,II M.Tech,88506,22
Bob,II M.Tech,63660,30
Bob,II M.Tech,97536,22
Eva,B.Sc(Hons),21642,25
Charlie,B.Sc(Hons),97849,27
Bob,II M.Sc(M),14001,21
Bob,I M.Tech,12186,20
Alice,B.Sc(Hons),59741,25
Eva,I M.Sc(M),76699,25
Eva,II M.Sc(M),16822,29
Bob,I M.Tech,97942,29
Bob,II M.Tech,57389,28
Bob,I M.Tech,49100,27
Charlie,I M.Sc(M),26921,26
Eva,I M.Sc(M),23465,30
Charlie,II M.Sc(M),13723,21
Eva,B.Sc(Hons),91957,23
David,I M.Tech,169,30
Eva,I M.Sc(M),87615,28
Bob,II M.Tech,5710,25
Charlie,I M.Tech,91033,26
Charlie,B.Sc(Hons),66709,20
Eva,II M.Sc(M),5506,24
Alice,I M.Sc(M),63065,28
David,I M.Tech,80346,30
Bob,II M.Sc(M),87379,21
Charlie,I M.Tech,7840,27
David,B.Sc(Hons),53339,24
Alice,II M.Sc(M),27007,28
Bob,II M.Tech,23210,25
Alice,B.Sc(Hons),77370,28
Eva,I M.Sc(M),74056,26
David,I M.Tech,48333,27
Bob,I M.Tech,59947,21
Charlie,I M.Tech,96315,30
Eva,B.Sc(Hons),45642,25
David,I M.Tech,32414,24
Charlie,B.Sc(Hons),37182,30
Eva,II M.Sc(M),42409,20
Eva,I M.Sc(M),73267,20
Eva,I M.Tech,57656,26
Charlie,II M.Sc(M),1847,25
Eva,II M.Tech,93321,25
Alice,II M.Sc(M),94566,20
Alice,II M.Sc(M),82404,29
Alice,I M.Tech,35780,27
David,I M.Sc(M),84362,22
Eva,I M.Tech,72993,25
Eva,I M.Tech,48377,25
Charlie,II M.Sc(M),31763,26
Eva,II M.Tech,10318,28
Eva,B.Sc(Hons),43853,27
David,II M.Tech,38475,25
Charlie,I M.Tech,86123,28
David,I M.Tech,65674,22
Alice,II M.Sc(M),98284,24
Alice,I M.Sc(M),6462,23
Charlie,I M.Sc(M),809,27
Alice,B.Sc(Hons),57708,25
David,I M.Tech,14877,30
Alice,I M.Tech,33724,22
David,I M.Sc(M),88269,27
David,II M.Sc(M),5169,30
Charlie,II M.Sc(M),48796,22
Alice,B.Sc(Hons),36064,26
Eva,I M.Tech,11400,23
David,I M.Sc(M),21466,26
Bob,II M.Sc(M),8478,27
Charlie,I M.Tech,21185,24
Eva,I M.Sc(M),97534,26
Alice,I M.Tech,50400,22
Bob,I M.Tech,50845,20
Eva,II M.Sc(M),89577,26
Charlie,II M.Sc(M),91900,30
Bob,I M.Tech,67815,23
Eva,B.Sc(Hons),65910,29
Bob,I M.Tech,15709,27
Bob,I M.Tech,90772,21
Alice,I M.Sc(M),25918,24
David,I M.Tech,88330,21
Eva,II M.Tech,51965,23
Bob,I M.Tech,73349,22
Charlie,II M.Tech,48013,28
Bob,I M.Tech,84514,26
Eva,B.Sc(Hons),582,20
Charlie,I M.Tech,48908,29
Charlie,B.Sc(Hons),76923,26
Charlie,I M.Tech,1588,27
Eva,II M.Tech,28305,21
Bob,II M.Sc(M),52726,29
Bob,B.Sc(Hons),24375,25
Charlie,I M.Tech,33178,28
Charlie,II M.Tech,36032,27
Alice,I M.Tech,25798,27
Charlie,I M.Tech,79763,21
Alice,I M.Tech,95706,22
Alice,II M.Sc(M),5577,20
David,II M.Sc(M),79664,29
David,I M.Tech,72014,29
Bob,II M.Sc(M),56459,23
David,II M.Sc(M),44974,25
David,I M.Tech,22885,27
Alice,II M.Sc(M),94589,22
Bob,II M.Tech,16221,29
Charlie,II M.Tech,73984,22
Bob,B.Sc(Hons),66065,23
Charlie,II M.Sc(M),19362,23
Charlie,I M.Tech,10903,24
Charlie,II M.Sc(M),60320,24
Charlie,II M.Sc(M),89921,24
Alice,I M.Sc(M),32746,26
Charlie,B.Sc(Hons),59215,25
Bob,II M.Tech,69469,27
David,II M.Sc(M),18837,25
David,I M.Sc(M),2180,24
Bob,I M.Sc(M),72667,20
Bob,I M.Sc(M),75495,24
Alice,II M.Tech,83201,29
David,I M.Tech,99202,23
Bob,I M.Sc(M),43042,23
David,I M.Tech,21197,20
Eva,I M.Sc(M),58858,26
Eva,I M.Tech,89987,25
David,II M.Tech,31486,22
Eva,I M.Tech,2717,30
Eva,B.Sc(Hons),30052,22
Alice,I M.Tech,78877,24
Bob,I M.Tech,50244,28
Bob,II M.Tech,91532,24
Bob,B.Sc(Hons),8784,29
Eva,II M.Tech,36779,20
Charlie,II M.Tech,54666,25
Alice,I M.Sc(M),9153,26
Eva,I M.Sc(M),97321,21
David,I M.Tech,3945,25
David,B.Sc(Hons),33194,23
Charlie,II M.Sc(M),99009,29
Charlie,B.Sc(Hons),97837,21
David,I M.Sc(M),59567,26
Bob,B.Sc(Hons),78101,30
Bob,II M.Tech,20499,28
Eva,I M.Tech,75861,22
David,I M.Tech,99439,24
Alice,II M.Tech,93522,22
Bob,I M.Tech,99468,21
David,B.Sc(Hons),13750,27
David,II M.Tech,30259,29
Alice,I M.Tech,66022,23
Bob,I M.Sc(M),17551,21
Bob,I M.Tech,42488,27
Alice,B.Sc(Hons),10502,21
David,I M.Sc(M),65194,27
Alice,B.Sc(Hons),14740,27
David,I M.Tech,78091,24
Alice,II M.Sc(M),88562,20
Alice,B.Sc(Hons),62808,26
Eva,I M.Sc(M),54657,28
Charlie,I M.Tech,77669,30
David,I M.Sc(M),34123,22
Charlie,I M.Sc(M),4554,24
David,I M.Sc(M),42091,23
Eva,I M.Tech,52298,24
Bob,I M.Tech,95142,29
Alice,I M.Tech,63551,30
Bob,II M.Sc(M),99734,22
Charlie,B.Sc(Hons),50209,29
Bob,II M.Tech,33193,22
Alice,II M.Tech,72627,22
Alice,B.Sc(Hons),29694,28
Charlie,II M.Tech,54772,24
Alice,B.Sc(Hons),9868,28
Alice,II M.Tech,90392,25
Charlie,B.Sc(Hons),69314,28
Alice,II M.Sc(M),27012,28
Bob,II M.Sc(M),13788,24
Charlie,I M.Tech,65804,20
Bob,B.Sc(Hons),68952,22
Bob,II M.Tech,19206,25
Charlie,II M.Tech,96777,26
David,II M.Tech,24168,22
Eva,II M.Tech,81578,24
Alice,B.Sc(Hons),20663,20
David,II M.Tech,39417,21
Bob,II M.Tech,16553,22
Bob,B.Sc(Hons),71321,26
David,B.Sc(Hons),16434,26
Alice,II M.Tech,14714,26
Charlie,I M.Tech,22938,26
Bob,II M.Sc(M),28861,21
Eva,II M.Sc(M),58351,21
Bob,I M.Tech,18516,27
Alice,I M.Sc(M),2645,21
David,I M.Sc(M),95455,30
David,II M.Sc(M),49765,27
Bob,II M.Sc(M),7693,24
David,II M.Sc(M),27139,21
Alice,I M.Sc(M),80638,21
Alice,B.Sc(Hons),10770,22
Charlie,B.Sc(Hons),5286,28
David,I M.Tech,47604,26
David,I M.Sc(M),15153,25
Bob,I M.Sc(M),41962,20
Alice,II M.Sc(M),47167,24
Charlie,I M.Tech,32747,20
Charlie,I M.Sc(M),87398,29
Charlie,II M.Tech,98204,25
Alice,II M.Tech,21642,20
David,B.Sc(Hons),38510,21
Alice,II M.Tech,73713,23
Eva,B.Sc(Hons),44056,23
Charlie,II M.Sc(M),65697,26
Eva,I M.Tech,11950,29
Bob,B.Sc(Hons),84021,26
Alice,II M.Sc(M),8278,21
Charlie,II M.Tech,9294,26
Alice,II M.Tech,37129,23
Eva,I M.Sc(M),57122,27
Charlie,I M.Sc(M),58687,24
Charlie,I M.Tech,60097,20
David,II M.Tech,4677,20
Charlie,II M.Tech,35015,23
Charlie,B.Sc(Hons),55009,24
Alice,I M.Tech,48221,25
Charlie,II M.Sc(M),1119,29
Alice,II M.Tech,43663,28
Alice,I M.Tech,36244,26
David,II M.Tech,21126,28
Charlie,B.Sc(Hons),5064,28
Charlie,II M.Tech,43044,30
Charlie,I M.Tech,14710,25
Charlie,B.Sc(Hons),8572,23
Alice,B.Sc(Hons),62830,28
Alice,B.Sc(Hons),61261,28
David,I M.Tech,35394,22
David,II M.Sc(M),93251,21
Bob,B.Sc(Hons),24218,29
David,B.Sc(Hons),85961,30
Bob,I M.Tech,94239,22
Bob,B.Sc(Hons),92504,27
Charlie,I M.Sc(M),89187,27
Charlie,B.Sc(Hons),81664,30
Charlie,II M.Sc(M),88646,28
Alice,II M.Sc(M),82638,28
Charlie,I M.Sc(M),95349,22
Eva,B.Sc(Hons),29620,21
Eva,I M.Sc(M),14343,29
Eva,II M.Sc(M),37092,27
Bob,I M.Sc(M),85168,23
Bob,I M.Tech,54336,21
David,I M.Tech,52181,28
Charlie,B.Sc(Hons),1899,23
Bob,B.Sc(Hons),20211,27
Eva,II M.Tech,37125,25
David,II M.Sc(M),67705,20
Eva,I M.Sc(M),38980,20
David,II M.Tech,98061,29
Charlie,II M.Tech,88915,27
Bob,I M.Sc(M),1223,21
Bob,I M.Sc(M),79103,26
Bob,B.Sc(Hons),80990,26
Bob,I M.Sc(M),71576,24
David,I M.Tech,27698,25
Charlie,II M.Sc(M),48630,29
David,I M.Tech,18703,30
Charlie,II M.Sc(M),79767,21
Alice,I M.Tech,53892,28
Charlie,II M.Tech,42813,22
David,I M.Tech,25907,28
Eva,II M.Tech,14478,27
Charlie,I M.Tech,65958,21
Eva,I M.Tech,53304,26
David,I M.Sc(M),604,23
David,II M.Tech,53011,25
Charlie,I M.Sc(M),35004,20
Charlie,B.Sc(Hons),22648,25
Eva,II M.Tech,75947,20
Charlie,II M.Sc(M),27984,26
Charlie,I M.Tech,40187,30
Alice,I M.Tech,59939,20
Alice,I M.Tech,91603,24
Charlie,I M.Sc(M),11952,23
David,II M.Sc(M),69540,23
Charlie,I M.Tech,35163,25
David,II M.Tech,10762,29
Alice,I M.Sc(M),92459,28
Alice,I M.Tech,87047,22
David,I M.Sc(M),14608,26
David,I M.Sc(M),498,21
Eva,II M.Sc(M),89763,30
Bob,I M.Sc(M),77875,20
Alice,B.Sc(Hons),58235,27
Alice,I M.Sc(M),50071,20
Charlie,I M.Tech,76028,30
Bob,II M.Sc(M),47877,27
David,II M.Tech,73901,20
Alice,I M.Sc(M),78324,27
Eva,II M.Sc(M),5551,27
Alice,I M.Sc(M),12695,21
Charlie,B.Sc(Hons),32663,29
David,II M.Tech,41437,27
Alice,I M.Sc(M),87823,28
Eva,B.Sc(Hons),39236,28
Charlie,II M.Sc(M),33793,26
David,B.Sc(Hons),5566,21
Charlie,II M.Sc(M),1614,24
Bob,I M.Tech,21689,22
Alice,II M.Sc(M),92652,28
Eva,II M.Sc(M),80070,25
Bob,I M.Sc(M),40481,21
David,I M.Sc(M),45815,24
Eva,II M.Sc(M),2885,28
Charlie,I M.Tech,80051,20
Charlie,I M.Sc(M),64711,22
David,II M.Tech,12639,25
Charlie,I M.Sc(M),54546,29
Alice,II M.Tech,62227,26
Alice,II M.Sc(M),2100,21
Charlie,B.Sc(Hons),24874,23
Charlie,II M.Sc(M),56677,22
Charlie,II M.Tech,57425,23
Alice,I M.Tech,48514,30
Eva,I M.Sc(M),33067,22
Charlie,II M.Sc(M),96561,28
Charlie,II M.Sc(M),20650,29
Eva,I M.Sc(M),23862,24
Alice,B.Sc(Hons),57811,28
Eva,II M.Sc(M),72092,30
Eva,I M.Tech,16125,23
Eva,B.Sc(Hons),14658,27
Alice,II M.Sc(M),64319,21
Charlie,B.Sc(Hons),27785,30
Charlie,II M.Tech,82967,24
Eva,II M.Tech,14168,29
Alice,I M.Tech,6913,24
Alice,II M.Sc(M),44864,30
Bob,II M.Sc(M),59433,27
Charlie,I M.Sc(M),57117,22
Eva,II M.Sc(M),86798,23
Alice,B.Sc(Hons),10305,20
Eva,I M.Sc(M),62165,30
Bob,I M.Sc(M),76592,20
David,I M.Sc(M),92689,27
Charlie,II M.Sc(M),74391,25
Bob,I M.Tech,28007,26
David,II M.Tech,39324,25
Alice,I M.Sc(M),30799,21
Eva,B.Sc(Hons),66413,21
Alice,II M.Sc(M),21571,25
Eva,II M.Tech,43154,25
Charlie,B.Sc(Hons),32225,25
Bob,I M.Tech,30611,21
Eva,I M.Sc(M),96172,30
David,I M.Tech,39827,21
Bob,I M.Sc(M),76848,24
Alice,I M.Sc(M),49738,23
Charlie,I M.Sc(M),8444,29
David,II M.Tech,67814,22
Charlie,II M.Tech,9394,23
David,II M.Sc(M),53859,22
Charlie,I M.Sc(M),91628,22
Alice,I M.Sc(M),72633,23
Eva,B.Sc(Hons),31912,23
Bob,I M.Tech,8160,26
Alice,II M.Tech,16232,29
Charlie,II M.Tech,15390,25
Alice,II M.Sc(M),37579,24
Alice,I M.Tech,82000,22
Charlie,I M.Sc(M),78185,23
Eva,II M.Tech,95223,28
Eva,I M.Tech,16945,27
Bob,I M.Tech,61879,20
David,II M.Sc(M),14160,29
Charlie,I M.Sc(M),47543,27
Eva,II M.Sc(M),79002,25
David,B.Sc(Hons),2982,30
Eva,I M.Sc(M),55751,28
Alice,I M.Tech,55820,20
Eva,II M.Sc(M),18005,29
Alice,B.Sc(Hons),90819,29
Eva,II M.Tech,43553,30
Bob,II M.Tech,12558,28
Alice,II M.Sc(M),85451,27
Bob,B.Sc(Hons),6907,21
Charlie,I M.Sc(M),13468,29
Eva,I M.Tech,2233,21
Eva,II M.Sc(M),7885,20
Alice,I M.Tech,99309,23
Bob,II M.Tech,44989,24
Bob,II M.Sc(M),9463,27
David,II M.Sc(M),58190,24
Charlie,I M.Tech,77680,24
Charlie,B.Sc(Hons),2201,23
Alice,I M.Tech,34943,25
Charlie,II M.Sc(M),70331,20
Eva,II M.Tech,48084,21
David,B.Sc(Hons),6339,27
David,I M.Sc(M),61706,29
Charlie,I M.Sc(M),98586,24
Alice,B.Sc(Hons),56415,30
Alice,I M.Sc(M),93344,23
David,I M.Tech,57865,20
Alice,II M.Tech,5278,25
Alice,II M.Sc(M),25680,30
Eva,I M.Tech,72970,24
David,II M.Tech,7226,22
Eva,B.Sc(Hons),24401,24
Charlie,II M.Sc(M),12520,25
Charlie,B.Sc(Hons),80801,28
David,I M.Tech,64857,27
Bob,II M.Sc(M),10,22
Bob,B.Sc(Hons),80344,26
Bob,II M.Sc(M),38201,20
Alice,II M.Tech,41678,30
Alice,B.Sc(Hons),97439,27
David,I M.Tech,91354,27
Eva,II M.Tech,67262,21
Charlie,II M.Tech,73473,22
Alice,II M.Tech,78382,22
Alice,I M.Tech,66935,26
Bob,I M.Sc(M),2910,22
Charlie,I M.Sc(M),6625,28
Alice,I M.Sc(M),28113,30
Alice,II M.Tech,78104,23
Eva,II M.Tech,90512,24
Eva,II M.Tech,99459,25
Bob,B.Sc(Hons),6241,21
Charlie,I M.Sc(M),85382,26
Alice,I M.Sc(M),18238,30
David,II M.Tech,85334,22
David,I M.Sc(M),9399,25
Bob,I M.Tech,70027,27
Eva,II M.Tech,94163,26
Charlie,II M.Sc(M),87615,23
David,I M.Sc(M),7190,30
Charlie,II M.Tech,9714,29
Eva,II M.Sc(M),74423,25
David,I M.Tech,72133,29
Alice,I M.Tech,25494,20
Eva,I M.Tech,65603,30
Eva,I M.Tech,75735,30
David,I M.Sc(M),91017,20
Alice,II M.Tech,38303,22
David,I M.Tech,26200,26
David,I M.Sc(M),86456,21
Bob,II M.Sc(M),71214,22
Charlie,B.Sc(Hons),34822,22
Eva,B.Sc(Hons),77334,26
Eva,II M.Tech,9723,20
Alice,I M.Tech,64414,23
David,II M.Sc(M),59741,26
Alice,II M.Tech,40267,23
Bob,II M.Tech,21973,24
Eva,II M.Tech,94970,24
Bob,II M.Sc(M),76869,25
David,II M.Sc(M),10846,24
Charlie,I M.Sc(M),90545,28
Bob,II M.Tech,13596,20
Eva,I M.Tech,65499,27
Alice,I M.Sc(M),31809,27
David,II M.Tech,34043,30
Charlie,II M.Tech,21872,23
David,II M.Sc(M),57877,25
Charlie,II M.Sc(M),88556,26
Eva,I M.Sc(M),2762,21
Charlie,II M.Tech,5894,23
David,I M.Sc(M),18549,30
David,II M.Sc(M),95328,30
Charlie,II M.Sc(M),80987,27
Bob,II M.Sc(M),33793,22
Alice,II M.Tech,60784,24
David,B.Sc(Hons),34699,30
Bob,II M.Sc(M),91557,26
David,I M.Tech,79470,25
Alice,II M.Tech,23944,21
Charlie,II M.Tech,72942,24
Charlie,I M.Tech,56559,30
Charlie,B.Sc(Hons),7742,21
Alice,II M.Tech,62900,30
Charlie,II M.Sc(M),71923,29
David,II M.Sc(M),50591,24
Eva,I M.Sc(M),63299,28
David,II M.Sc(M),62910,23
David,I M.Sc(M),4793,21
Eva,II M.Tech,16751,20
Charlie,I M.Tech,99536,26
David,I M.Tech,5188,28
Alice,II M.Sc(M),60816,22
David,II M.Tech,1352,21
Bob,B.Sc(Hons),47026,23
Alice,I M.Tech,9112,25
Alice,II M.Tech,97709,25
Alice,II M.Tech,19804,30
Eva,II M.Tech,79399,21
Eva,I M.Tech,22525,22
Bob,I M.Sc(M),36711,29
Charlie,II M.Tech,60895,23
Bob,II M.Tech,27168,27
David,B.Sc(Hons),49028,30
David,I M.Sc(M),81607,27
David,I M.Sc(M),26341,20
David,B.Sc(Hons),71980,20
David,I M.Sc(M),98995,24
Eva,II M.Sc(M),11858,30
Alice,II M.Tech,46607,23
David,B.Sc(Hons),81228,24
Charlie,II M.Sc(M),23487,20
Alice,I M.Tech,42177,29
Bob,B.Sc(Hons),12952,27
David,II M.Sc(M),94498,27
Charlie,I M.Sc(M),91315,24
Eva,II M.Sc(M),38834,24
David,II M.Tech,83444,30
Eva,I M.Tech,51619,24
Bob,II M.Sc(M),10790,22
Charlie,B.Sc(Hons),79060,25
Bob,I M.Tech,71585,25
David,I M.Sc(M),52230,28
Bob,I M.Tech,29013,29
David,II M.Tech,93953,21
David,II M.Tech,18089,24
Bob,I M.Tech,92082,22
Bob,II M.Sc(M),29542,28
Alice,II M.Tech,46971,28
Bob,B.Sc(Hons),63053,21
David,I M.Tech,48756,20
David,B.Sc(Hons),57692,25
David,II M.Tech,64556,23
Alice,I M.Tech,57896,22
David,II M.Sc(M),43898,25
David,I M.Sc(M),69241,26
Charlie,I M.Sc(M),8805,26
Eva,I M.Sc(M),38979,22
Bob,II M.Sc(M),9097,20
Eva,I M.Tech,99887,26
David,I M.Sc(M),86578,30
Alice,I M.Sc(M),56666,27
David,B.Sc(Hons),79586,26
David,II M.Sc(M),68694,25
Eva,I M.Sc(M),40536,23
Bob,B.Sc(Hons),77239,27
Charlie,II M.Sc(M),36829,20
David,B.Sc(Hons),1372,30
Alice,I M.Sc(M),96047,29
Bob,II M.Sc(M),15339,22
Alice,B.Sc(Hons),15099,27
Bob,I M.Sc(M),38355,30
David,I M.Sc(M),12812,27
Alice,II M.Tech,3686,21
Charlie,B.Sc(Hons),34420,23
Bob,B.Sc(Hons),92864,29
Charlie,I M.Tech,96340,28
Eva,II M.Sc(M),47705,20
David,I M.Tech,78411,23
David,II M.Sc(M),15144,27
Bob,II M.Tech,52776,30
Charlie,I M.Sc(M),95004,25
Charlie,II M.Sc(M),30699,25
Eva,B.Sc(Hons),9092,25
Alice,B.Sc(Hons),84641,21
David,I M.Tech,40279,29
David,B.Sc(Hons),9638,23
David,I M.Tech,77335,28
David,B.Sc(Hons),71659,21
Alice,I M.Sc(M),31343,28
David,I M.Tech,81428,21
Charlie,II M.Sc(M),29317,21
Charlie,B.Sc(Hons),83,20
